regime,trades,wins,win_rate,avg_pnl
LOW_VOLATILITY,1,0,0.0,-715.0
LOW_VOLATILITY_BEARISH,11,9,0.8181818181818182,183.18181818181824
LOW_VOLATILITY_BULLISH,26,15,0.5769230769230769,208.37500000000003
