timestamp,futures_price,entry_tf_bias,entry_tf_score,htf_bias,htf_vwap,market_regime,outcome
2026-08-13 20:39:10,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:11,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:13,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:14,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:15,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:16,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:17,7774,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:18,7774,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:19,7774,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:20,7774,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:21,7774,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:22,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:24,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:25,7773,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:26,7775,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:27,7775,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:28,7775,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:29,7775,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:30,7775,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:31,7775,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:32,7775,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:33,7775,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:34,7775,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:36,7775,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:37,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:38,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:39,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:40,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:41,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:42,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:43,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:44,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:45,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:46,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:48,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:49,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:50,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:51,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:52,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:53,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:54,7775,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:55,7775,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:56,7775,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:57,7775,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:39:58,7775,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:00,7775,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:01,7774,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:02,7774,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:03,7774,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:04,7773,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:05,7773,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:06,7773,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:07,7773,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:08,7773,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:10,7775,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:11,7773,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:12,7773,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:13,7773,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:14,7773,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:15,7773,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:16,7773,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:17,7774,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:18,7774,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:19,7775,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:21,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:22,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:23,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:24,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:25,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:26,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:27,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:28,7776,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:29,7777,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:30,7777,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:31,7779,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:33,7780,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:34,7780,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:35,7780,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:36,7780,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:37,7781,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:38,7782,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:39,7782,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:40,7781,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:41,7781,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:42,7781,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:44,7781,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:45,7781,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:46,7780,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:47,7780,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:48,7783,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:49,7783,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:50,7783,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:51,7783,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:52,7783,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:53,7783,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:54,7783,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:56,7783,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:57,7783,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:58,7784,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:40:59,7786,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:00,7785,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:01,7788,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:02,7788,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:03,7786,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:04,7786,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:05,7783,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:06,7786,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:08,7786,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:09,7785,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:10,7785,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:11,7785,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:12,7786,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:13,7789,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:14,7787,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:15,7787,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:16,7787,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:18,7785,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:19,7787,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:20,7787,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:21,7787,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:22,7786,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:23,7786,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:24,7787,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:25,7787,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:26,7787,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:27,7787,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:28,7787,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:30,7787,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:31,7792,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:32,7790,CALL,65,PUT,7855.28,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:33,7790,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:34,7790,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:35,7792,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:36,7792,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:37,7789,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:38,7787,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:40,7787,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:41,7787,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:42,7790,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:43,7790,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:44,7790,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:45,7788,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:46,7791,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:47,7791,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:48,7790,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:49,7790,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:50,7790,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:51,7793,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:53,7793,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:54,7793,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:55,7793,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:56,7794,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:57,7794,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:58,7796,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:41:59,7795,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:00,7795,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:01,7793,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:02,7795,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:03,7795,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:05,7795,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:06,7795,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:07,7793,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:08,7792,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:09,7795,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:10,7795,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:11,7796,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:12,7798,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:13,7796,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:14,7799,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:15,7801,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:17,7801,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:18,7799,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:19,7800,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:20,7801,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:21,7803,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:22,7802,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:23,7803,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:24,7801,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:25,7803,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:26,7803,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:27,7801,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:29,7800,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:30,7800,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:31,7803,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:32,7803,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:33,7804,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:34,7806,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:35,7804,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:36,7804,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:38,7805,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:39,7805,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:40,7805,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:41,7805,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:42,7806,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:43,7805,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:44,7806,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:45,7806,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:46,7806,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:47,7810,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
2026-08-13 20:42:48,7808,CALL,65,PUT,7855.19,LOW_VOLATILITY_BULLISH,HARD_REJECTED
